Chromosome,Position,target
chr14,74022979.0,BBOF1
chr11,27055530.0,BBOX1
chr11,27055500.0,BBOX1
chr11,66514534.0,BBS1
chr11,66515880.0,BBS1
chr12,76348225.0,BBS10
chr12,76346769.0,BBS10
chr4,122743068.0,BBS12
chr4,122743899.0,BBS12
chr16,56500958.0,BBS2
chr16,56502728.0,BBS2
chr15,72724615.0,BBS4
chr15,72736907.0,BBS4
chr2,169482304.0,BBS5
chr2,169479619.0,BBS5
chr4,121853019.0,BBS7
chr4,121835185.0,BBS7
chr7,33388133.0,BBS9
chr7,33336492.0,BBS9
chr3,107733012.0,BBX
chr3,107728949.0,BBX
chr19,44814703.0,BCAM
chr19,44813484.0,BCAM
chr1,156647040.0,BCAN
chr1,156647617.0,BCAN
chr7,107594007.0,BCAP29
chr7,107593995.0,BCAP29
chrX,153715634.0,BCAP31
chrX,153703992.0,BCAP31
chr16,75242468.0,BCAR1
chr16,75236890.0,BCAR1
chr1,93571757.0,BCAR3
chr1,93674744.0,BCAR3
chr20,54028701.0,BCAS1
chr20,53967007.0,BCAS1
chr1,114581506.0,BCAS2
chr1,114581505.0,BCAS2
chr17,61040830.0,BCAS3
chr17,60874678.0,BCAS3
chr20,50841780.0,BCAS4
chr20,50818227.0,BCAS4
chr12,24881352.0,BCAT1
chr12,24894296.0,BCAT1
chr19,48797299.0,BCAT2
chr19,48796992.0,BCAT2
chr10,125831586.0,BCCIP
chr10,125831583.0,BCCIP
chr12,49838542.0,BCDIN3D
chr12,49842924.0,BCDIN3D
chr12,49828212.0,BCDIN3D-AS1
chr12,49828362.0,BCDIN3D-AS1
chr3,165829550.0,BCHE
chr3,165830829.0,BCHE
chr19,41422354.0,BCKDHA
chr19,41422652.0,BCKDHA
chr6,80273162.0,BCKDHB
chr6,80127613.0,BCKDHB
chr16,31111874.0,BCKDK
chr16,31109543.0,BCKDK
chr1,85270710.0,BCL10
chr1,85267753.0,BCL10
chr2,60462277.0,BCL11A
chr2,60546268.0,BCL11A
chr14,99175270.0,BCL11B
chr14,99175751.0,BCL11B
chr18,63318331.0,BCL2
chr18,63318099.0,BCL2
chr15,79970782.0,BCL2A1
chr15,79970802.0,BCL2A1
chr20,31722019.0,BCL2L1
chr20,31666006.0,BCL2L1
chr15,52112505.0,BCL2L10
chr15,52112496.0,BCL2L10
chr2,111123858.0,BCL2L11
chr2,111123882.0,BCL2L11
chr19,49667152.0,BCL2L12
chr19,49669058.0,BCL2L12
chr22,17702354.0,BCL2L13
chr22,17702336.0,BCL2L13
chr12,12079553.0,BCL2L14
chr12,12079683.0,BCL2L14
chr1,113886606.0,BCL2L15
chr1,113887265.0,BCL2L15
chr14,23308828.0,BCL2L2
chr14,23308114.0,BCL2L2
chr14,23307999.0,BCL2L2-PABPN1
chrX,71420586.0,BCL2L2-PABPN1
chr14,23322244.0,BCL2L2-PABPN1
chr19,44757404.0,BCL3
chr19,44757116.0,BCL3
chr3,187725058.0,BCL6
chr3,187731861.0,BCL6
chr17,7026977.0,BCL6B
chr17,7026610.0,BCL6B
chr12,122054845.0,BCL7A
chr12,122030711.0,BCL7A
chr7,73539937.0,BCL7B
chr7,73540019.0,BCL7B
chr16,30892906.0,BCL7C
chr16,30835050.0,BCL7C
chr1,147620401.0,BCL9
chr1,147611851.0,BCL9
chr11,118902157.0,BCL9L
chr11,118907582.0,BCL9L
chr6,136269568.0,BCLAF1
chr6,136272040.0,BCLAF1
chrX,19966605.0,BCLAF3
chrX,19966518.0,BCLAF3
chr16,81285564.0,BCO1
chr16,81285623.0,BCO1
chr11,112200739.0,BCO2
chr11,112213845.0,BCO2
chrX,40076466.0,BCOR
chrX,40073739.0,BCOR
chrX,130005301.0,BCORL1
chrX,130005248.0,BCORL1
chr22,23180972.0,BCR
chr22,23292627.0,BCR
chr2,218662951.0,BCS1L
chr2,218662583.0,BCS1L
chr3,197514394.0,BDH1
chr3,197533507.0,BDH1
chr4,103096217.0,BDH2
chr4,103091174.0,BDH2
chr14,96264016.0,BDKRB1
chr14,96264335.0,BDKRB1
chr14,96240607.0,BDKRB2
chr14,96240530.0,BDKRB2
chr11,27658278.0,BDNF
chr11,27658495.0,BDNF
chr11,27506702.0,BDNF-AS
chr11,27506575.0,BDNF-AS
chr5,71509655.0,BDP1
chr5,71455969.0,BDP1
chr16,66477699.0,BEAN1
chr16,66477684.0,BEAN1
chr17,42818803.0,BECN1
chr17,42818313.0,BECN1
chr1,241958565.0,BECN2
chr1,241958126.0,BECN2
chr14,100546558.0,BEGAIN
chr14,100545012.0,BEGAIN
chrX,18171013.0,BEND2
chrX,18203580.0,BEND2
chr6,107068833.0,BEND3
chr6,107069895.0,BEND3
chr4,42120049.0,BEND4
chr4,42151734.0,BEND4
chr1,48758947.0,BEND5
chr1,48742707.0,BEND5
chr6,57017315.0,BEND6
chr6,56992417.0,BEND6
chr10,13492657.0,BEND7
chr10,13492644.0,BEND7
chr11,61959940.0,BEST1
chr11,61959945.0,BEST1
chr19,12755453.0,BEST2
chr19,12753356.0,BEST2
chr12,69677192.0,BEST3
chr12,69693678.0,BEST3
chr1,44787439.0,BEST4
chr1,44786149.0,BEST4
chr7,93994357.0,BET1
chr7,93999255.0,BET1
chr11,205651.0,BET1L
chr11,206003.0,BET1L
chrX,103063135.0,BEX1
chrX,103063065.0,BEX1
chrX,103309828.0,BEX2
chrX,103309758.0,BEX2
chrX,103377592.0,BEX3
chrX,103377765.0,BEX3
chrX,103216300.0,BEX4
chrX,103216297.0,BEX4
chrX,102154194.0,BEX5
chrX,102154059.0,BEX5
chr16,14644493.0,BFAR
chr16,14649876.0,BFAR
chr20,17531282.0,BFSP1
chr20,17530997.0,BFSP1
chr3,133472450.0,BFSP2
chr3,133400482.0,BFSP2
chr1,156242580.0,BGLAP
chr1,156242282.0,BGLAP
chrX,153506003.0,BGN
chrX,153505968.0,BGN
chr7,98212547.0,BHLHA15
chr7,98212528.0,BHLHA15
chr17,1270801.0,BHLHA9
chr17,1270844.0,BHLHA9
chrX,102749893.0,BHLHB9
chrX,102749738.0,BHLHB9
chr8,64580835.0,BHLHE22
chr8,64581716.0,BHLHE22
chr20,63006676.0,BHLHE23
chr20,63006687.0,BHLHE23
chr3,4979787.0,BHLHE40
chr3,4982934.0,BHLHE40
chr12,26123034.0,BHLHE41
chr12,26122811.0,BHLHE41
chr19,45750708.0,BHMG1
chr19,45735430.0,BHMG1
chr5,79121272.0,BHMT
chr5,79126175.0,BHMT
chr5,79083211.0,BHMT2
chr5,79082934.0,BHMT2
chr10,58817672.0,BICC1
chr10,58800329.0,BICC1
chr12,32294140.0,BICD1
chr12,32327866.0,BICD1
chr9,92764520.0,BICD2
chr9,92720455.0,BICD2
chr12,120061731.0,BICDL1
chr12,119990286.0,BICDL1
chr16,3029627.0,BICDL2
chr16,3030506.0,BICDL2
chr19,47680202.0,BICRA
chr19,47681198.0,BICRA
chr6,42855899.0,BICRAL
chr6,42829344.0,BICRAL
chr22,17739364.0,BID
chr22,17739367.0,BID
chr22,43128509.0,BIK
chr22,43128518.0,BIK
chr2,127106878.0,BIN1
chr2,127063634.0,BIN1
chr12,51295870.0,BIN2
chr12,51299664.0,BIN2
chr8,22636537.0,BIN3
chr8,22636527.0,BIN3
chr11,102350568.0,BIRC2
chr11,102368356.0,BIRC2
chr11,102325123.0,BIRC3
chr11,102336174.0,BIRC3
chr17,78214430.0,BIRC5
chr17,78214721.0,BIRC5
chr2,32357436.0,BIRC6
chr2,32415165.0,BIRC6
chr20,63239503.0,BIRC7
chr20,63236122.0,BIRC7
chr19,17405126.0,BISPR
chr19,17405126.0,BISPR
chr13,102831583.0,BIVM
chr13,102838702.0,BIVM
chr13,102862529.0,BIVM-ERCC5
chr13,102862682.0,BIVM-ERCC5
chr20,37519055.0,BLCAP
chr20,37519154.0,BLCAP
chr11,122115775.0,BLID
chr11,122115856.0,BLID
chr8,11556780.0,BLK
chr8,11554882.0,BLK
chr15,90769592.0,BLM
chr15,90760259.0,BLM
chr17,30274156.0,BLMH
chr17,30285450.0,BLMH
chr10,96204599.0,BLNK
chr10,96223983.0,BLNK
chr12,55716994.0,BLOC1S1
chr12,55719203.0,BLOC1S1
chr12,55715847.0,BLOC1S1-RDH5
chr12,55715847.0,BLOC1S1-RDH5
chr10,100281038.0,BLOC1S2
chr10,100281041.0,BLOC1S2
chr19,45179686.0,BLOC1S3
chr19,45179507.0,BLOC1S3
chr4,6716596.0,BLOC1S4
chr4,6716815.0,BLOC1S4
chr6,8026398.0,BLOC1S5
chr6,8026397.0,BLOC1S5
chr6,8064528.0,BLOC1S5-TXNDC5
chr6,8064591.0,BLOC1S5-TXNDC5
chr15,45603119.0,BLOC1S6
chr15,45592275.0,BLOC1S6
chr7,43800494.0,BLVRA
chr7,43787913.0,BLVRA
chr19,40447929.0,BLVRB
chr19,40458233.0,BLVRB
chr1,169387171.0,BLZF1
chr1,169376968.0,BLZF1
chr16,15586755.0,BMERB1
chr16,15515319.0,BMERB1
chr15,40106045.0,BMF
chr15,40104255.0,BMF
chr10,22329057.0,BMI1
chr10,22328165.0,BMI1
chr8,22197252.0,BMP1
chr8,22177118.0,BMP1
chr2,68866440.0,BMP10
chr2,68871113.0,BMP10
chrX,50916408.0,BMP15
chrX,50915793.0,BMP15
chr20,6778540.0,BMP2
chr20,6778330.0,BMP2
chr4,78826069.0,BMP2K
chr4,78851022.0,BMP2K
chr4,81046286.0,BMP3
chr4,81046322.0,BMP3
chr14,53951865.0,BMP4
chr14,53951851.0,BMP4
chr6,55874572.0,BMP5
chr6,55759014.0,BMP5
chr6,7727391.0,BMP6
chr6,7727166.0,BMP6
chr20,57202524.0,BMP7
chr20,57265862.0,BMP7
chr1,39523075.0,BMP8A
chr1,39522403.0,BMP8A
chr1,39760551.0,BMP8B
chr1,39763135.0,BMP8B
chr7,34058170.0,BMPER
chr7,34046367.0,BMPER
chr10,86921688.0,BMPR1A
chr10,86919171.0,BMPR1A
chr4,95114782.0,BMPR1B
chr4,95148912.0,BMPR1B
chr4,94758325.0,BMPR1B-DT
chr4,94758459.0,BMPR1B-DT
chr2,202520187.0,BMPR2
chr2,202530943.0,BMPR2
chr10,42796979.0,BMS1
chr10,42797109.0,BMS1
chr7,112821968.0,BMT2
chr7,112939629.0,BMT2
chrX,15542081.0,BMX
chrX,15522555.0,BMX
chr15,83263871.0,BNC1
chr15,83263412.0,BNC1
chr9,16727867.0,BNC2
chr9,16437182.0,BNC2
chr5,173163876.0,BNIP1
chr5,173160024.0,BNIP1
chr15,59679713.0,BNIP2
chr15,59677973.0,BNIP2
chr10,131973928.0,BNIP3
chr10,131973914.0,BNIP3
chr8,26391267.0,BNIP3L
chr8,26408109.0,BNIP3L
chr6,36330607.0,BNIP5
chr6,36326543.0,BNIP5
chr1,151045830.0,BNIPL
chr1,151043349.0,BNIPL
chr3,113279307.0,BOC
chr3,113273175.0,BOC
chr5,173616281.0,BOD1
chr5,173616204.0,BOD1
chr4,13601528.0,BOD1L1
chr4,13601469.0,BOD1L1
chr18,57147430.0,BOD1L2
chr18,57147633.0,BOD1L2
chr2,241562438.0,BOK
chr2,241562380.0,BOK
chr2,241559710.0,BOK-AS1
chr2,241559483.0,BOK-AS1
chr1,149900258.0,BOLA1
chr1,149900207.0,BOLA1
chr16,29454380.0,BOLA2
chr16,30193722.0,BOLA2
chr16,29454246.0,BOLA2
chr16,30193588.0,BOLA2
chr16,29454377.0,BOLA2-SMG1P6
chr16,30193719.0,BOLA2-SMG1P6
chr16,29454276.0,BOLA2-SMG1P6
chr16,30193618.0,BOLA2-SMG1P6
chr16,29453648.0,BOLA2B
chr16,30192990.0,BOLA2B
chr16,29453648.0,BOLA2B
chr16,30192990.0,BOLA2B
chr2,74145299.0,BOLA3
chr2,74145280.0,BOLA3
chr2,74147434.0,BOLA3-AS1
chr2,74147472.0,BOLA3-AS1
chr2,197771875.0,BOLL
chr2,197766572.0,BOLL
chr8,144264605.0,BOP1
chr8,144265066.0,BOP1
chr13,72746769.0,BORA
chr13,72745128.0,BORA
chr12,12465666.0,BORCS5
chr12,12465711.0,BORCS5
chr17,8189767.0,BORCS6
chr17,8189999.0,BORCS6
chr10,102854310.0,BORCS7
chr10,102860347.0,BORCS7
chr10,102854094.0,BORCS7-ASMT
chr10,102854042.0,BORCS7-ASMT
chr19,19186965.0,BORCS8
chr19,19186094.0,BORCS8
chr19,19146798.0,BORCS8-MEF2B
chr19,19147030.0,BORCS8-MEF2B
chr7,134662034.0,BPGM
chr7,134661596.0,BPGM
chr6,3140476.0,BPHL
chr6,3127311.0,BPHL
chr20,38320236.0,BPI
chr20,38323960.0,BPI
chr20,33240247.0,BPIFA1
chr20,33241410.0,BPIFA1
chr20,33174170.0,BPIFA2
chr20,33175515.0,BPIFA2
chr20,33217582.0,BPIFA3
chr20,33217645.0,BPIFA3
chr20,33290988.0,BPIFB1
chr20,33297545.0,BPIFB1
chr20,33020549.0,BPIFB2
chr20,33019100.0,BPIFB2
chr20,33056602.0,BPIFB3
chr20,33055536.0,BPIFB3
chr20,33089561.0,BPIFB4
chr20,33083863.0,BPIFB4
chr20,33031736.0,BPIFB6
chr20,33033062.0,BPIFB6
chr22,32432460.0,BPIFC
chr22,32432380.0,BPIFC
chr1,220069396.0,BPNT1
chr1,220079733.0,BPNT1
chr17,67891864.0,BPTF
chr17,67922874.0,BPTF
chrY,22997476.0,BPY2
chrY,24631218.0,BPY2
chrY,25038891.0,BPY2
chrY,22997546.0,BPY2
chrY,24631288.0,BPY2
chrY,25038821.0,BPY2
chrY,22994485.0,BPY2C
chrY,24628226.0,BPY2C
chrY,25041883.0,BPY2C
chrY,22994540.0,BPY2C
chrY,24628281.0,BPY2C
chrY,25041828.0,BPY2C
chr7,140801453.0,BRAF
chr7,140834628.0,BRAF
chr12,111644523.0,BRAP
chr12,111659314.0,BRAP
chr7,2543307.0,BRAT1
chr7,2541814.0,BRAT1
chr17,43093532.0,BRCA1
chr17,43057099.0,BRCA1
chr13,32339057.0,BRCA2
chr13,32326599.0,BRCA2
chrX,155116168.0,BRCC3
chrX,155116177.0,BRCC3
chr22,49797959.0,BRD1
chr22,49798583.0,BRD1
chr6,32976653.0,BRD2
chr6,32976340.0,BRD2
chr9,134036146.0,BRD3
chr9,134048197.0,BRD3
chr9,134026795.0,BRD3OS
chr9,134026861.0,BRD3OS
chr19,15272809.0,BRD4
chr19,15272905.0,BRD4
chr16,50320764.0,BRD7
chr16,50368738.0,BRD7
chr5,138170357.0,BRD8
chr5,138166608.0,BRD8
chr5,887393.0,BRD9
chr5,884028.0,BRD9
chr1,91992303.0,BRDT
chr1,91976421.0,BRDT
chr14,105272799.0,BRF1
chr14,105228838.0,BRF1
chr8,37847144.0,BRF2
chr8,37849642.0,BRF2
chr7,98282427.0,BRI3
chr7,98281940.0,BRI3
chr12,125025193.0,BRI3BP
chr12,125025112.0,BRI3BP
chr16,2209984.0,BRICD5
chr16,2210159.0,BRICD5
chr9,119249019.0,BRINP1
chr9,119168007.0,BRINP1
chr1,177257248.0,BRINP2
chr1,177257336.0,BRINP2
chr1,190264974.0,BRINP3
chr1,190281664.0,BRINP3
chr17,61744513.0,BRIP1
chr17,61744453.0,BRIP1
chr5,34922714.0,BRIX1
chr5,34919872.0,BRIX1
chr3,10115753.0,BRK1
chr3,10115732.0,BRK1
chr11,66341316.0,BRMS1
chr11,66340979.0,BRMS1
chr14,35834924.0,BRMS1L
chr14,35826631.0,BRMS1L
chr1,222729644.0,BROX
chr1,222725544.0,BROX
chr3,9734204.0,BRPF1
chr3,9739363.0,BRPF1
chr6,36209904.0,BRPF3
chr6,36210387.0,BRPF3
chrX,136488451.0,BRS3
chrX,136492052.0,BRS3
chr19,55289586.0,BRSK1
chr19,55294359.0,BRSK1
chr11,1445626.0,BRSK2
chr11,1390287.0,BRSK2
chr21,39258504.0,BRWD1
chr21,39274452.0,BRWD1
chr21,39313893.0,BRWD1-AS2
chr21,39313893.0,BRWD1-AS2
chrX,80723850.0,BRWD3
chrX,80722755.0,BRWD3
chr11,62692396.0,BSCL2
chr11,62691107.0,BSCL2
chr1,32386857.0,BSDC1
chr1,32378825.0,BSDC1
chr19,580682.0,BSG
chr19,580681.0,BSG
chr3,49652104.0,BSN
chr3,49653749.0,BSN
chr3,49554920.0,BSN-DT
chr3,49555035.0,BSN-DT
chr1,54999317.0,BSND
chr1,54999290.0,BSND
chr19,47977412.0,BSPH1
chr19,47977438.0,BSPH1
chr9,113368353.0,BSPRY
chr9,113360515.0,BSPRY
chr4,15703273.0,BST1
chr4,15703304.0,BST1
chr19,17404155.0,BST2
chr19,17404152.0,BST2
chr11,122979381.0,BSX
chr11,122981512.0,BSX
chr10,91989542.0,BTAF1
chr10,91982099.0,BTAF1
chr15,83018816.0,BTBD1
chr15,83030176.0,BTBD1
chr11,13388852.0,BTBD10
chr11,13389086.0,BTBD10
chr12,107618293.0,BTBD11
chr12,107520540.0,BTBD11
chr10,122276826.0,BTBD16
chr10,122291106.0,BTBD16
chr17,74357575.0,BTBD17
chr17,74360034.0,BTBD17
chr11,57751138.0,BTBD18
chr11,57751137.0,BTBD18
chr1,44810355.0,BTBD19
chr1,44810220.0,BTBD19
chr19,1990734.0,BTBD2
chr19,1993113.0,BTBD2
chr20,11922742.0,BTBD3
chr20,11922784.0,BTBD3
chr14,105248923.0,BTBD6
chr14,105248921.0,BTBD6
chr14,93294007.0,BTBD7
chr14,93257350.0,BTBD7
chr1,92088729.0,BTBD8
chr1,92080575.0,BTBD8
chr6,38597981.0,BTBD9
chr6,38256450.0,BTBD9
chr4,74755882.0,BTC
chr4,74755894.0,BTC
chr3,15644483.0,BTD
chr3,15642046.0,BTD
chr5,73498762.0,BTF3
chr5,73498765.0,BTF3
chr1,52083544.0,BTF3L4
chr1,52083534.0,BTF3L4
chr12,92144263.0,BTG1
chr12,92144351.0,BTG1
chr1,203307111.0,BTG2
chr1,203307415.0,BTG2
chr21,17604868.0,BTG3
chr21,17604895.0,BTG3
chr11,111495184.0,BTG4
chr11,111497243.0,BTG4
chrX,101360584.0,BTK
chrX,101360649.0,BTK
chr3,112479600.0,BTLA
chr3,112471313.0,BTLA
chr6,26506719.0,BTN1A1
chr6,26501927.0,BTN1A1
chr6,26459703.0,BTN2A1
chr6,26459702.0,BTN2A1
chr6,26385179.0,BTN2A2
chr6,26388173.0,BTN2A2
chr6,26407704.0,BTN3A1
chr6,26407871.0,BTN3A1
chr6,26372958.0,BTN3A2
chr6,26370447.0,BTN3A2
chr6,26448309.0,BTN3A3
chr6,26444061.0,BTN3A3
chr1,228511722.0,BTNL10
chr1,228511746.0,BTNL10
chr6,32396250.0,BTNL2
chr6,32403000.0,BTNL2
chr5,181005816.0,BTNL3
chr5,180992999.0,BTNL3
chr5,180947563.0,BTNL8
chr5,180911534.0,BTNL8
chr5,181048052.0,BTNL9
chr5,181053261.0,BTNL9
chr10,101354183.0,BTRC
chr10,101430412.0,BTRC
chr2,110641056.0,BUB1
chr2,110672775.0,BUB1
chr15,40185564.0,BUB1B
chr15,40185171.0,BUB1B
chr10,123155075.0,BUB3
chr10,123154948.0,BUB3
chr11,116772898.0,BUD13
chr11,116772920.0,BUD13
chr7,73683627.0,BUD23
chr7,73693338.0,BUD23
chr7,99411147.0,BUD31
chr7,99416147.0,BUD31
chr6,105125418.0,BVES
chr6,105124573.0,BVES
chr6,105136822.0,BVES-AS1
chr6,105137334.0,BVES-AS1
chr6,41930248.0,BYSL
chr6,41930250.0,BYSL
chr2,200818385.0,BZW1
chr2,200816349.0,BZW1
chr2,200812216.0,BZW1-AS1
chr2,200812216.0,BZW1-AS1
chr7,16698070.0,BZW2
chr7,16697050.0,BZW2
chr10,71716141.0,C10orf105
chr10,71716125.0,C10orf105
chr10,122699610.0,C10orf120
chr10,122699392.0,C10orf120
chr10,28846400.0,C10orf126
chr10,28846400.0,C10orf126
chr10,44292590.0,C10orf142
chr10,44292642.0,C10orf142
chr10,130110759.0,C10orf143
chr10,130079802.0,C10orf143
chr10,45001343.0,C10orf25
chr10,45000836.0,C10orf25
chr10,49679734.0,C10orf53
chr10,49679704.0,C10orf53
chr10,97590122.0,C10orf62
chr10,97590219.0,C10orf62
chr10,23344563.0,C10orf67
chr10,23344582.0,C10orf67
chr10,49325304.0,C10orf71
chr10,49325905.0,C10orf71
chr10,49299275.0,C10orf71-AS1
chr10,49299439.0,C10orf71-AS1
chr10,116664847.0,C10orf82
chr10,116665733.0,C10orf82
chr10,122948745.0,C10orf88
chr10,122954050.0,C10orf88
chr10,126504580.0,C10orf90
chr10,126504600.0,C10orf90
chr10,132445088.0,C10orf91
chr10,132445029.0,C10orf91
chr10,102450920.0,C10orf95
chr10,102450919.0,C10orf95
chr10,84176487.0,C10orf99
chr10,84173863.0,C10orf99
chr11,111882443.0,C11orf1
chr11,111882410.0,C11orf1
chr11,8927043.0,C11orf16
chr11,8925986.0,C11orf16
chr11,2299622.0,C11orf21
chr11,2300555.0,C11orf21
chr11,68262531.0,C11orf24
chr11,68262438.0,C11orf24
chr11,6205680.0,C11orf42
chr11,6209997.0,C11orf42
chr11,128904523.0,C11orf45
chr11,128904568.0,C11orf45
chr11,47157208.0,C11orf49
chr11,47157893.0,C11orf49
chr11,111918984.0,C11orf52
chr11,111925997.0,C11orf52
chr11,111285744.0,C11orf53
chr11,111285713.0,C11orf53
chr11,93755284.0,C11orf54
chr11,93755280.0,C11orf54
chr11,16744610.0,C11orf58
chr11,16744673.0,C11orf58
chr11,108405545.0,C11orf65
chr11,108385969.0,C11orf65
chr11,65918098.0,C11orf68
chr11,65918002.0,C11orf68
chr11,114391615.0,C11orf71
chr11,114391640.0,C11orf71
chr11,67606971.0,C11orf72
chr11,67606971.0,C11orf72
chr11,36648106.0,C11orf74
chr11,36648144.0,C11orf74
chr11,66821705.0,C11orf80
chr11,66828353.0,C11orf80
chr11,66975624.0,C11orf86
chr11,66975472.0,C11orf86
chr11,109423825.0,C11orf87
chr11,109423822.0,C11orf87
chr11,111516066.0,C11orf88
chr11,111516075.0,C11orf88
chr11,33700409.0,C11orf91
chr11,33700279.0,C11orf91
chr11,45906867.0,C11orf94
chr11,45906898.0,C11orf94
chr11,63765941.0,C11orf95
chr11,63765173.0,C11orf95
chr11,43942975.0,C11orf96
chr11,43943088.0,C11orf96
chr11,94528181.0,C11orf97
chr11,94512529.0,C11orf97
chr11,62665170.0,C11orf98
chr11,62665168.0,C11orf98
chr12,53299900.0,C12orf10
chr12,53303076.0,C12orf10
chr12,88043649.0,C12orf29
chr12,88035691.0,C12orf29
chr12,4517096.0,C12orf4
chr12,4491230.0,C12orf4
chr12,39721214.0,C12orf40
chr12,39684890.0,C12orf40
chr12,103306059.0,C12orf42
chr12,103306265.0,C12orf42
chr12,121004328.0,C12orf43
chr12,121010867.0,C12orf43
chr12,104986395.0,C12orf45
chr12,104991719.0,C12orf45
chr12,116719761.0,C12orf49
chr12,116719830.0,C12orf49
chr12,87989359.0,C12orf50
chr12,87987848.0,C12orf50
chr12,48486201.0,C12orf54
chr12,48492978.0,C12orf54
chr12,64390482.0,C12orf56
chr12,64390344.0,C12orf56
chr12,6944554.0,C12orf57
chr12,6944526.0,C12orf57
chr12,14823062.0,C12orf60
chr12,14823451.0,C12orf60
chr12,123253876.0,C12orf65
chr12,123253877.0,C12orf65
chr12,64222041.0,C12orf66
chr12,64222154.0,C12orf66
chr12,27081297.0,C12orf71
chr12,27082356.0,C12orf71
chr12,103956741.0,C12orf73
chr12,103956742.0,C12orf73
chr12,92706792.0,C12orf74
chr12,92707027.0,C12orf74
chr12,105366675.0,C12orf75
chr12,105330913.0,C12orf75
chr12,110059032.0,C12orf76
chr12,110059003.0,C12orf76
chr12,24996055.0,C12orf77
chr12,24995996.0,C12orf77
chr12,52210978.0,C12orf80
chr12,52211004.0,C12orf80
chr13,51110973.0,C13orf42
chr13,51085439.0,C13orf42
chr13,113968624.0,C13orf46
chr13,113970197.0,C13orf46
chr14,23097825.0,C14orf119
chr14,23097775.0,C14orf119
chr14,96086541.0,C14orf132
chr14,96086650.0,C14orf132
chr14,77760599.0,C14orf178
chr14,77760706.0,C14orf178
chr14,104587844.0,C14orf180
chr14,104587803.0,C14orf180
chr14,44900676.0,C14orf28
chr14,44903285.0,C14orf28
chr14,60456918.0,C14orf39
chr14,60468504.0,C14orf39
chr14,22987449.0,C14orf93
chr14,22996206.0,C14orf93
chr15,92471504.0,C15orf32
chr15,92471550.0,C15orf32
chr15,75207415.0,C15orf39
chr15,75206741.0,C15orf39
chr15,83008637.0,C15orf40
chr15,83011509.0,C15orf40
chr15,36709908.0,C15orf41
chr15,36697338.0,C15orf41
chr15,45431020.0,C15orf48
chr15,45431090.0,C15orf48
chr15,39250574.0,C15orf54
chr15,39250519.0,C15orf54
chr15,40252510.0,C15orf56
chr15,40252670.0,C15orf56
chr15,67526481.0,C15orf61
chr15,67526436.0,C15orf61
chr15,40770657.0,C15orf62
chr15,40770531.0,C15orf62
chr15,55418533.0,C15orf65
chr15,55418445.0,C15orf65
chr16,81061395.0,C16orf46
chr16,81061999.0,C16orf46
chr16,29744797.0,C16orf54
chr16,29744440.0,C16orf54
chr16,31493739.0,C16orf58
chr16,31493705.0,C16orf58
chr16,67132514.0,C16orf70
chr16,67134395.0,C16orf70
chr16,4743095.0,C16orf71
chr16,4740204.0,C16orf71
chr16,9092990.0,C16orf72
chr16,9103146.0,C16orf72
chr16,85710192.0,C16orf74
chr16,85710276.0,C16orf74
chr16,49396454.0,C16orf78
chr16,49374078.0,C16orf78
chr16,27067127.0,C16orf82
chr16,27067263.0,C16orf82
chr16,67667909.0,C16orf86
chr16,67667955.0,C16orf86
chr16,46809666.0,C16orf87
chr16,46809664.0,C16orf87
chr16,5056085.0,C16orf89
chr16,5058600.0,C16orf89
chr16,3493871.0,C16orf90
chr16,3494567.0,C16orf90
chr16,1420453.0,C16orf91
chr16,1420472.0,C16orf91
chr16,30024019.0,C16orf92
chr16,30023787.0,C16orf92
chr16,87315058.0,C16orf95
chr16,87305761.0,C16orf95
chr16,4575709.0,C16orf96
chr16,4587084.0,C16orf96
chr16,52026989.0,C16orf97
chr16,52027367.0,C16orf97
chr17,6652004.0,C17orf100
chr17,6652001.0,C17orf100
chr17,4900276.0,C17orf107
chr17,4899817.0,C17orf107
chr17,42040798.0,C17orf113
chr17,42042975.0,C17orf113
chr17,7014867.0,C17orf49
chr17,7015125.0,C17orf49
chr17,35764129.0,C17orf50
chr17,35764126.0,C17orf50
chr17,67993115.0,C17orf58
chr17,67993090.0,C17orf58
chr17,60426319.0,C17orf64
chr17,60426290.0,C17orf64
chr17,56814875.0,C17orf67
chr17,56795085.0,C17orf67
chr17,32341279.0,C17orf75
chr17,32334542.0,C17orf75
chr17,74592154.0,C17orf77
chr17,74592131.0,C17orf77
chr17,37379311.0,C17orf78
chr17,37376113.0,C17orf78
chr17,73236378.0,C17orf80
chr17,73242927.0,C17orf80
chr17,413977.0,C17orf97
chr17,410385.0,C17orf97
chr17,38841301.0,C17orf98
chr17,38835232.0,C17orf98
chr17,78164343.0,C17orf99
chr17,78161083.0,C17orf99
chr18,48252398.0,C18orf12
chr18,48252372.0,C18orf12
chr18,35977564.0,C18orf21
chr18,35977555.0,C18orf21
chr18,46216442.0,C18orf25
chr18,46263094.0,C18orf25
chr18,49482392.0,C18orf32
chr18,49483648.0,C18orf32
chr18,54362389.0,C18orf54
chr18,54372473.0,C18orf54
chr18,74343536.0,C18orf63
chr18,74317947.0,C18orf63
chr18,76495050.0,C18orf65
chr18,76494808.0,C18orf65
chr19,29702884.0,C19orf12
chr19,29702758.0,C19orf12
chr19,57961386.0,C19orf18
chr19,57974426.0,C19orf18
chr19,1475177.0,C19orf25
chr19,1478841.0,C19orf25
