Chromosome,Position,target
chr11,59094746.0,GLYATL1B
chr11,59101975.0,ENSG00000288788
chr11,59102190.0,ENSG00000288788
chr11,59106028.0,ENSG00000289635
chr11,59108428.0,FAM111B
chr11,59117220.0,FAM111B
chr11,59126534.0,FAM111B
chr11,59134296.0,FAM111A-DT
chr11,59136533.0,FAM111A-DT
chr11,59142365.0,ENSG00000255381
chr11,59142841.0,FAM111A
chr11,59142975.0,FAM111A-DT
chr11,59147380.0,FAM111A
chr11,59153793.0,FAM111A
chr11,59162614.0,Intergenic region between FAM111A and DTX4
chr11,59172054.0,DTX4
chr11,59177544.0,DTX4
chr11,59185795.0,DTX4
chr11,59192263.0,DTX4
chr11,59201966.0,DTX4
chr11,59203167.0,DTX4
chr11,59209749.0,MPEG1
chr11,59212505.0,MPEG1
chr11,59214552.0,RN7SL42P
chr11,59257422.0,WARS1P1
chr11,59263595.0,SLC25A47P1
chr11,59276454.0,ENSG00000214797
chr11,59288379.0,ENSG00000254704
chr11,59288412.0,ENSG00000254704
chr11,59291192.0,RN7SL435P
chr11,59310128.0,OR5AN2P
chr11,59333421.0,OR5BR1P
chr11,59361784.0,OR5AN1
chr11,59368302.0,OR5AN1
chr11,59391822.0,OR5BB1P
chr11,59393492.0,Intergenic region between OR5AN1 and OR5A2
chr11,59419530.0,OR5A2
chr11,59424606.0,OR5A2
chr11,59433014.0,Intergenic region between OR5A2 and OR5A1
chr11,59439848.0,OR5A1
chr11,59447725.0,OR5A1
chr11,59450736.0,OR5A1
chr11,59457180.0,OR4D6
chr11,59457796.0,OR4D6
chr11,59467757.0,Intergenic region between OR4D6 and OR4D10
chr11,59475570.0,OR4D10
chr11,59478673.0,OR4D10
chr11,59490819.0,Intergenic region between OR4D10 and OR4D11
chr11,59492116.0,OR4D8P
chr11,59503614.0,OR4D11
chr11,59504376.0,OR4D11
chr11,59509602.0,Intergenic region between OR4D11 and OR4D9
chr11,59513165.0,OR4D9
chr11,59518021.0,OR4D9
chr11,59532224.0,OR4D7P
chr11,59546080.0,ENSG00000287264
chr11,59552241.0,ENSG00000287264
chr11,59563258.0,LINC02739
chr11,59571371.0,ENSG00000255139
chr11,59575609.0,OSBP
chr11,59589248.0,ENSG00000255139
chr11,59589248.0,OSBP
chr11,59595117.0,MIR3162
chr11,59606105.0,ENSG00000255139
chr11,59606105.0,OSBP
chr11,59613172.0,OSBP
chr11,59624954.0,ENSG00000255139
chr11,59638027.0,PATL1
chr11,59639600.0,ENSG00000255139
chr11,59641157.0,PATL1
chr11,59649331.0,PATL1
chr11,59656661.0,PATL1
chr11,59663336.0,PATL1
chr11,59672676.0,PATL1-DT
chr11,59685327.0,Intergenic region between PATL1 and OR10V1
chr11,59706219.0,RN7SKP192
chr11,59712966.0,OR10V1
chr11,59713782.0,OR10V1
chr11,59729005.0,OR10Y1P
chr11,59741686.0,OR10V3P
chr11,59749192.0,OR10V2P
chr11,59752955.0,ENSG00000254477
chr11,59752955.0,STX3
chr11,59753776.0,ENSG00000254477
chr11,59781519.0,FABP5P7
chr11,59792822.0,STX3
chr11,59794430.0,STX3
chr11,59800648.0,STX3
chr11,59801578.0,STX3
chr11,59806941.0,MRPL16
chr11,59809172.0,MRPL16
chr11,59810720.0,MRPL16
chr11,59823923.0,Intergenic region between MRPL16 and CBLIF
chr11,59833227.0,CBLIF
chr11,59839838.0,CBLIF
chr11,59844311.0,CBLIF
chr11,59848169.0,Intergenic region between CBLIF and TCN1
chr11,59853007.0,TCN1
chr11,59853951.0,TCN1
chr11,59858702.0,TCN1
chr11,59863372.0,TCN1
chr11,59865258.0,TCN1
chr11,59887632.0,OOSP3
chr11,59898658.0,SRD5A3P1
chr11,59903445.0,Intergenic region between TCN1 and OOSP1
chr11,59940647.0,OOSP1
chr11,59950171.0,OOSP1
chr11,59956512.0,ENSG00000214788
chr11,59967187.0,OOSP4A
chr11,59983906.0,OOSP4B
chr11,60001484.0,OOSP4B
chr11,60028022.0,OOSP4B
chr11,60032710.0,Intergenic region between OOSP4B and OOSP2
chr11,60040439.0,OOSP2
chr11,60042646.0,OOSP2
chr11,60046412.0,OOSP2
chr11,60055934.0,Intergenic region between OOSP2 and MS4A3
chr11,60061836.0,MS4A3
chr11,60068334.0,MS4A3
chr11,60070374.0,MS4A3
chr11,60077875.0,ENSG00000255331
chr11,60079708.0,Intergenic region between MS4A3 and MS4A2
chr11,60089022.0,MS4A2
chr11,60092235.0,MS4A2
chr11,60094819.0,MS4A2
chr11,60097042.0,MS4A2
chr11,60135561.0,Intergenic region between MS4A2 and MS4A6A
chr11,60160254.0,LINC02705
chr11,60173759.0,MS4A6A
chr11,60177714.0,MS4A6A
chr11,60182312.0,MS4A6A
chr11,60202473.0,MS4A4A
chr11,60205321.0,MS4A4A
chr11,60209113.0,MIR6503
chr11,60212628.0,MS4A4E
chr11,60227495.0,MS4A4A
chr11,60227495.0,MS4A4E
chr11,60236530.0,MS4A4E
chr11,60261095.0,MS4A4A
chr11,60294766.0,MS4A4A
chr11,60307692.0,MS4A4A
chr11,60316120.0,MS4A4A
chr11,60331095.0,MS4A6E
chr11,60336367.0,MS4A6E
chr11,60360540.0,MS4A6E
chr11,60380819.0,MS4A7
chr11,60380841.0,MS4A14
chr11,60384173.0,MS4A14
chr11,60384173.0,MS4A6E
chr11,60384173.0,MS4A7
chr11,60388985.0,MS4A14
chr11,60388985.0,MS4A6E
chr11,60388985.0,MS4A7
chr11,60394363.0,MS4A7
chr11,60394685.0,MS4A6E
chr11,60394727.0,MS4A14
chr11,60397314.0,MS4A14
chr11,60400454.0,MS4A14
chr11,60409730.0,MS4A14
chr11,60417128.0,MS4A14
chr11,60423106.0,Intergenic region between MS4A14 and MS4A5
chr11,60429641.0,MS4A5
chr11,60431771.0,MS4A5
chr11,60444527.0,MS4A5
chr11,60448156.0,MS4A5
chr11,60459158.0,MS4A1
chr11,60464609.0,MS4A1
chr11,60468439.0,MS4A1
chr11,60481777.0,Intergenic region between MS4A1 and MS4A12
chr11,60495102.0,MS4A12
chr11,60499709.0,MS4A12
chr11,60504376.0,MS4A12
chr11,60507105.0,MS4A12
chr11,60512474.0,Intergenic region between MS4A12 and MS4A13
chr11,60516779.0,MS4A13
chr11,60523765.0,MS4A13
chr11,60535954.0,MS4A13
chr11,60542632.0,MS4A13
chr11,60593136.0,MS4A19P
chr11,60621711.0,LINC00301
chr11,60651497.0,LINC00301
chr11,60700231.0,MS4A8
chr11,60703976.0,MS4A8
chr11,60711405.0,MS4A8
chr11,60718189.0,Intergenic region between MS4A8 and MS4A18
chr11,60727047.0,MS4A18
chr11,60737319.0,MS4A18
chr11,60748599.0,Intergenic region between MS4A18 and MS4A15
chr11,60762227.0,MS4A15
chr11,60769447.0,MS4A15
chr11,60772364.0,MS4A15
chr11,60775310.0,MS4A15
chr11,60782125.0,Intergenic region between MS4A15 and MS4A10
chr11,60787847.0,MS4A10
chr11,60796189.0,MS4A10
chr11,60816651.0,ENSG00000255845
chr11,60817835.0,ENSG00000255845
chr11,60839112.0,ENSG00000255959
chr11,60842017.0,CCDC86-AS1
chr11,60842170.0,CCDC86
chr11,60842787.0,ENSG00000255959
chr11,60846845.0,CCDC86-AS1
chr11,60846845.0,CCDC86
chr11,60847885.0,CCDC86
chr11,60852046.0,PTGDR2
chr11,60854791.0,PTGDR2
chr11,60860687.0,Intergenic region between PTGDR2 and ZP1
chr11,60867641.0,ZP1
chr11,60868473.0,ZP1
chr11,60869778.0,ZP1
chr11,60873066.0,ZP1
chr11,60885517.0,Intergenic region between ZP1 and PRPF19
chr11,60895570.0,PRPF19
chr11,60902518.0,PRPF19
chr11,60905186.0,PRPF19
chr11,60908265.0,PRPF19-DT
chr11,60911787.0,Intergenic region between PRPF19 and TMEM109
chr11,60913608.0,TMEM109-DT
chr11,60916972.0,TMEM109
chr11,60918062.0,ENSG00000256196
chr11,60920880.0,ENSG00000256196
chr11,60920880.0,TMEM109
chr11,60922666.0,TMEM109
chr11,60923272.0,ENSG00000256196
chr11,60924557.0,TMEM132A
chr11,60925026.0,ENSG00000256196
chr11,60926204.0,TMEM132A
chr11,60930666.0,TMEM132A
chr11,60935421.0,TMEM132A
chr11,60940154.0,SLC15A3
chr11,60941842.0,SLC15A3
chr11,60949001.0,SLC15A3
chr11,60951956.0,SLC15A3
chr11,60980004.0,CD6
chr11,60985113.0,RNU6-933P
chr11,60990214.0,CD6
chr11,61011565.0,CD6
chr11,61016938.0,CD6
chr11,61061494.0,LINC02954
chr11,61065946.0,LINC02954
chr11,61110441.0,CD5
chr11,61123684.0,CD5
chr11,61125685.0,CD5
chr11,61131055.0,VPS37C
chr11,61136024.0,VPS37C
chr11,61144421.0,ENSG00000279549
chr11,61150198.0,VPS37C
chr11,61171504.0,Intergenic region between VPS37C and PGA3
chr11,61203766.0,PGA3
chr11,61205399.0,PGA3
chr11,61208274.0,PGA3
chr11,61211520.0,PGA3
chr11,61217671.0,Intergenic region near PGA4
chr11,61223873.0,PGA4
chr11,61227103.0,PGA4
chr11,61227967.0,ENSG00000256220
chr11,61230232.0,PGA4
chr11,61236499.0,ENSG00000256220
chr11,61242700.0,PGA5
chr11,61246343.0,ENSG00000256220
chr11,61246343.0,PGA5
chr11,61248526.0,ENSG00000256220
chr11,61249110.0,PGA5
chr11,61250491.0,PGA5
chr11,61251362.0,PGA5
chr11,61261515.0,VWCE
chr11,61265017.0,VWCE
chr11,61276796.0,VWCE
chr11,61284123.0,VWCE
chr11,61290850.0,VWCE
chr11,61299110.0,Intergenic region between VWCE and DDB1
chr11,61305642.0,DDB1
chr11,61312882.0,DDB1
chr11,61319795.0,DDB1
chr11,61326221.0,DDB1
chr11,61333029.0,DDB1
chr11,61336248.0,TKFC
chr11,61340897.0,DDB1
chr11,61340897.0,TKFC
chr11,61342595.0,DDB1
chr11,61347944.0,TKFC
chr11,61348213.0,TKFC
chr11,61351293.0,CYB561A3
chr11,61353038.0,ENSG00000279246
chr11,61354155.0,ENSG00000279246
chr11,61355195.0,CYB561A3
chr11,61359470.0,CYB561A3
chr11,61360532.0,CYB561A3
chr11,61363184.0,TMEM138
chr11,61365272.0,TMEM138
chr11,61367375.0,TMEM138
chr11,61373261.0,TMEM138
chr11,61383201.0,Intergenic region between TMEM138 and TMEM216
chr11,61395081.0,TMEM216
chr11,61398418.0,TMEM216
chr11,61404899.0,CPSF7
chr11,61407234.0,CPSF7
chr11,61414129.0,CPSF7
chr11,61418182.0,CPSF7
chr11,61420692.0,CPSF7
chr11,61425741.0,CPSF7
chr11,61426886.0,ENSG00000279632
chr11,61429561.0,CPSF7
chr11,61433445.0,ENSG00000256591
chr11,61433856.0,SDHAF2
chr11,61441917.0,ENSG00000256591
chr11,61441917.0,SDHAF2
chr11,61444285.0,RN7SL23P
chr11,61446404.0,SDHAF2
chr11,61463983.0,ENSG00000256591
chr11,61481505.0,PPP1R32
chr11,61484083.0,ENSG00000256591
chr11,61484773.0,ENSG00000256591
chr11,61484773.0,PPP1R32
chr11,61489067.0,PPP1R32
chr11,61498119.0,ENSG00000255931
chr11,61501544.0,ENSG00000255931
chr11,61508626.0,MIR4488
chr11,61508891.0,LRRC10B
chr11,61510316.0,LRRC10B
chr11,61518845.0,SYT7
chr11,61520894.0,SYT7
chr11,61526154.0,ENSG00000279878
chr11,61537141.0,SYT7
chr11,61540887.0,ENSG00000256443
chr11,61563479.0,SYT7
chr11,61580981.0,SYT7
chr11,61597995.0,ENSG00000250230
chr11,61627242.0,RPLP0P2
chr11,61650760.0,Intergenic region between SYT7 and DAGLA
chr11,61655183.0,ENSG00000255947
chr11,61700548.0,DAGLA
chr11,61722090.0,DAGLA
chr11,61729216.0,DAGLA
chr11,61741309.0,DAGLA
chr11,61750652.0,MYRF-AS1
chr11,61752073.0,MYRF-AS1
chr11,61759161.0,MYRF
chr11,61768042.0,MYRF
chr11,61769449.0,TMEM258
chr11,61772250.0,MYRF
chr11,61772250.0,TMEM258
chr11,61775481.0,MYRF
chr11,61775481.0,TMEM258
chr11,61782688.0,MYRF
chr11,61783676.0,MYRF
chr11,61783676.0,TMEM258
chr11,61791659.0,TMEM258
chr11,61792527.0,MIR611
chr11,61794340.0,FADS2
chr11,61794340.0,FEN1
chr11,61796779.0,FEN1
chr11,61798284.0,ENSG00000289268
chr11,61804404.0,FADS1
chr11,61804404.0,FADS2
chr11,61806057.0,FADS1
chr11,61814693.0,FADS1
chr11,61814693.0,FADS2
chr11,61815200.0,MIR1908
chr11,61823009.0,FADS1
chr11,61828518.0,FADS1
chr11,61828518.0,FADS2
chr11,61851880.0,FADS2
chr11,61864257.0,FADS2
chr11,61866281.0,FADS2
chr11,61870578.0,Intergenic region between FADS2 and FADS3
chr11,61874733.0,FADS3
chr11,61876753.0,FADS3
chr11,61878246.0,MIR6746
chr11,61878821.0,FADS3
chr11,61885633.0,FADS3
chr11,61891616.0,FADS3
chr11,61895272.0,Intergenic region between FADS3 and RAB3IL1
chr11,61898332.0,RAB3IL1
chr11,61901995.0,RAB3IL1
chr11,61906411.0,RAB3IL1
chr11,61914129.0,RAB3IL1
chr11,61920166.0,RAB3IL1
chr11,61937946.0,RNU6-1243P
chr11,61939988.0,Intergenic region between RAB3IL1 and BEST1
chr11,61954987.0,BEST1
chr11,61959815.0,FTH1
chr11,61962730.0,BEST1
chr11,61963627.0,BEST1
chr11,61963627.0,FTH1
chr11,61967479.0,FTH1
chr11,61968609.0,ENSG00000279491
chr11,62012176.0,ENSG00000244176
chr11,62047797.0,Intergenic region between FTH1 and INCENP
chr11,62066023.0,LINC02733
chr11,62072966.0,ENSG00000254424
chr11,62120118.0,ENSG00000285656
chr11,62126133.0,INCENP
chr11,62129128.0,INCENP
chr11,62135134.0,INCENP
chr11,62144534.0,INCENP
chr11,62150978.0,INCENP
chr11,62154256.0,ENSG00000289194
chr11,62169540.0,EEF1DP8
chr11,62169560.0,EEF1DP8
chr11,62190254.0,SCGB1D1
chr11,62191241.0,SCGB1D1
chr11,62192867.0,SCGB1D1
chr11,62200471.0,Intergenic region between SCGB1D1 and SCGB2A1
chr11,62208709.0,SCGB2A1
chr11,62209593.0,SCGB2A1
chr11,62212230.0,SCGB2A1
chr11,62226416.0,ENSG00000254404
chr11,62227871.0,ENSG00000254404
chr11,62242277.0,SCGB1D2
chr11,62242817.0,ENSG00000254404
chr11,62242817.0,SCGB1D2
chr11,62244116.0,SCGB1D2
chr11,62251984.0,ENSG00000254404
chr11,62256826.0,ENSG00000254404
chr11,62270194.0,SCGB2A2
chr11,62272104.0,SCGB2A2
chr11,62284298.0,Intergenic region between SCGB2A2 and SCGB1D4
chr11,62296914.0,SCGB1D4
chr11,62298324.0,SCGB1D4
chr11,62299039.0,SCGB1D4
chr11,62318498.0,Intergenic region between SCGB1D4 and ASRGL1
chr11,62331379.0,NPM1P35
chr11,62337452.0,ENSG00000255118
chr11,62337720.0,ASRGL1
chr11,62365784.0,ASRGL1
chr11,62372156.0,RCC2P6
chr11,62378633.0,ASRGL1
chr11,62392443.0,ENSG00000255126
chr11,62412106.0,SCGB1A1
chr11,62420712.0,SCGB1A1
chr11,62422068.0,ENSG00000255446
chr11,62422760.0,SCGB1A1
chr11,62424524.0,ENSG00000255446
chr11,62476301.0,AHNAK
chr11,62481909.0,AHNAK
chr11,62532682.0,AHNAK
chr11,62539664.0,ENSG00000250659
chr11,62546161.0,AHNAK
chr11,62546848.0,ENSG00000257058
chr11,62553595.0,AHNAK
chr11,62565349.0,EEF1G
chr11,62565352.0,ENSG00000255508
chr11,62567040.0,MIR6747
chr11,62572885.0,EEF1G
chr11,62574450.0,ENSG00000255508
chr11,62574635.0,ENSG00000289562
chr11,62576130.0,TUT1
chr11,62577896.0,ENSG00000255508
chr11,62577896.0,TUT1
chr11,62585032.0,ENSG00000255508
chr11,62585032.0,TUT1
chr11,62591511.0,ENSG00000255508
chr11,62591564.0,TUT1
chr11,62593029.0,Intergenic region between TUT1 and MTA2
chr11,62593889.0,MTA2
chr11,62595924.0,MTA2
chr11,62599330.0,MTA2
chr11,62601930.0,Intergenic region between MTA2 and EML3
chr11,62604640.0,EML3
chr11,62606282.0,ENSG00000254964
chr11,62608029.0,EML3
chr11,62610138.0,EML3
chr11,62612028.0,EML3
chr11,62612529.0,EML3
chr11,62612749.0,ROM1
chr11,62614905.0,ROM1
chr11,62615657.0,B3GAT3
chr11,62615958.0,B3GAT3
chr11,62619608.0,B3GAT3
chr11,62623869.0,Intergenic region between B3GAT3 and GANAB
chr11,62627750.0,GANAB
chr11,62632072.0,GANAB
chr11,62634218.0,GANAB
chr11,62640785.0,GANAB
chr11,62648354.0,INTS5
chr11,62651609.0,INTS5
chr11,62656584.0,ENSG00000255432
chr11,62663034.0,LBHD1
chr11,62663034.0,C11orf98
chr11,62664240.0,C11orf98
chr11,62664240.0,LBHD1
chr11,62664240.0,ENSG00000255432
chr11,62665495.0,SNORA57
chr11,62665884.0,CSKMT
chr11,62665884.0,LBHD1
chr11,62667663.0,CSKMT
chr11,62668298.0,CSKMT
chr11,62668298.0,LBHD1
chr11,62670994.0,LBHD1
chr11,62671123.0,UQCC3
chr11,62672155.0,LBHD1
chr11,62672864.0,UQCC3
chr11,62675027.0,Intergenic region between UQCC3 and UBXN1
chr11,62677254.0,UBXN1
chr11,62679015.0,UBXN1
chr11,62683387.0,Intergenic region between UBXN1 and LRRN4CL
chr11,62687133.0,LRRN4CL
chr11,62688968.0,LRRN4CL
chr11,62689546.0,BSCL2
chr11,62689986.0,BSCL2
chr11,62690479.0,HNRNPUL2-BSCL2
chr11,62691751.0,BSCL2
chr11,62691751.0,HNRNPUL2-BSCL2
chr11,62700577.0,BSCL2
chr11,62700577.0,HNRNPUL2-BSCL2
chr11,62708217.0,GNG3
chr11,62708993.0,GNG3
chr11,62709315.0,BSCL2
chr11,62714480.0,HNRNPUL2
chr11,62714480.0,HNRNPUL2-BSCL2
chr11,62716402.0,HNRNPUL2
chr11,62721526.0,HNRNPUL2
chr11,62721526.0,HNRNPUL2-BSCL2
chr11,62724786.0,HNRNPUL2
chr11,62724786.0,HNRNPUL2-BSCL2
chr11,62727212.0,HNRNPUL2-BSCL2
chr11,62727248.0,HNRNPUL2
chr11,62727679.0,Intergenic region between HNRNPUL2 and HNRNPUL2-BSCL2
chr11,62728193.0,TTC9C
chr11,62731903.0,TTC9C
chr11,62737919.0,TTC9C
chr11,62743938.0,Intergenic region between TTC9C and ZBTB3
chr11,62750324.0,ZBTB3
chr11,62753754.0,ZBTB3
chr11,62757597.0,Intergenic region between ZBTB3 and POLR2G
chr11,62761717.0,POLR2G
chr11,62762388.0,POLR2G
chr11,62764309.0,POLR2G
chr11,62766212.0,POLR2G
chr11,62770775.0,Intergenic region between POLR2G and TAF6L
chr11,62771362.0,ENSG00000267811
chr11,62773595.0,TAF6L
chr11,62773731.0,TMEM223
chr11,62777248.0,TAF6L
chr11,62777248.0,TMEM223
chr11,62782702.0,TAF6L
chr11,62782790.0,TAF6L
chr11,62782790.0,TMEM223
chr11,62786403.0,ENSG00000269176
chr11,62787459.0,TMEM179B
chr11,62788287.0,TMEM179B
chr11,62788287.0,TMEM223
chr11,62789794.0,TMEM179B
chr11,62789849.0,MIR6748
chr11,62789965.0,TMEM179B
chr11,62789965.0,TMEM223
chr11,62791890.0,TMEM223
chr11,62792736.0,MIR6514
chr11,62796570.0,NXF1
chr11,62796744.0,NXF1
chr11,62802559.0,NXF1
chr11,62804928.0,NXF1
chr11,62807872.0,ENSG00000269463
chr11,62813873.0,STX5
chr11,62815525.0,STX5
chr11,62816016.0,RNU6-118P
chr11,62828157.0,STX5
chr11,62832580.0,TEX54
chr11,62833138.0,STX5-DT
chr11,62833162.0,STX5-DT
chr11,62833307.0,WDR74
chr11,62835108.0,WDR74
chr11,62838756.0,WDR74
chr11,62841713.0,RNU2-2P
chr11,62845786.0,Intergenic region between WDR74 and SNORD25
chr11,62852972.0,SNORD22
chr11,62853697.0,SNORD30
chr11,62853923.0,SNHG1
chr11,62854222.0,SNORD22
chr11,62854657.0,SNORD28
chr11,62855047.0,SNORD27
chr11,62855328.0,SNORD26
chr11,62855597.0,SNORD25
chr11,62855911.0,SNHG1
chr11,62869397.0,SLC3A2
chr11,62869464.0,SLC3A2
chr11,62883734.0,SLC3A2
chr11,62886697.0,SLC3A2
chr11,62897375.0,Intergenic region between SLC3A2 and CHRM1
chr11,62909457.0,CHRM1
chr11,62909891.0,ENSG00000257002
chr11,62914559.0,ENSG00000257002
chr11,62916282.0,CHRM1
chr11,62936107.0,RN7SL259P
chr11,62946048.0,ENSG00000285388
chr11,62948139.0,ENSG00000285388
chr11,62958861.0,SLC22A6
chr11,62982506.0,SLC22A6
chr11,62984645.0,SLC22A6
chr11,62988966.0,Intergenic region between SLC22A6 and SLC22A8
chr11,62991381.0,SLC22A8
chr11,62994851.0,SLC22A8
chr11,63005541.0,SLC22A8
chr11,63015391.0,SLC22A8
chr11,63032802.0,ENSG00000256041
chr11,63047455.0,TUBAP7
chr11,63055467.0,Intergenic region between SLC22A8 and SLC22A24
chr11,63087966.0,SLC22A24
chr11,63100090.0,SLC22A24
chr11,63116108.0,RPL29P22
chr11,63123936.0,SLC22A24
chr11,63143903.0,SLC22A24
chr11,63163647.0,SLC22A25
chr11,63171072.0,SLC22A25
chr11,63200530.0,SLC22A25
chr11,63223303.0,SLC22A25
chr11,63236480.0,SLC22A25
chr11,63243544.0,CCND2P1
chr11,63259868.0,Intergenic region between SLC22A25 and SLC22A10
chr11,63266045.0,ENSG00000256181
chr11,63279198.0,SLC22A10
chr11,63294025.0,SLC22A10
chr11,63298303.0,SLC22A10
chr11,63301531.0,SLC22A10
chr11,63307957.0,SLC22A10
chr11,63339078.0,Intergenic region between SLC22A10 and SLC22A9
chr11,63371904.0,SLC22A9
chr11,63374853.0,SLC22A9
chr11,63393025.0,SLC22A9
chr11,63419671.0,Intergenic region between SLC22A9 and PLAAT5
chr11,63462494.0,PLAAT5
chr11,63464949.0,PLAAT5
chr11,63470159.0,ENSG00000275598
chr11,63478283.0,PLAAT5
chr11,63491051.0,PLAAT5
chr11,63498046.0,ENSG00000287412
chr11,63498712.0,ENSG00000287412
chr11,63506283.0,LGALS12
chr11,63507573.0,LGALS12
chr11,63512826.0,LGALS12
chr11,63526767.0,Intergenic region between LGALS12 and PLAAT4
chr11,63540731.0,PLAAT4
chr11,63545477.0,PLAAT4
chr11,63546327.0,PLAAT4
chr11,63552292.0,Intergenic region between PLAAT4 and PLAAT2
chr11,63555580.0,PLAAT2
chr11,63559360.0,PLAAT2
chr11,63561755.0,PLAAT2
chr11,63575115.0,PLAAT3
chr11,63581647.0,PLAAT3
chr11,63603607.0,PLAAT3
chr11,63610785.0,PLAAT3
chr11,63618989.0,ENSG00000203520
chr11,63627662.0,ATL3
chr11,63632476.0,IMMP1LP1
chr11,63637724.0,ATL3
chr11,63640943.0,ENSG00000256789
chr11,63648384.0,ATL3
chr11,63648384.0,ENSG00000256789
chr11,63655760.0,ENSG00000256789
chr11,63662240.0,ATL3
chr11,63667124.0,ATL3
chr11,63681567.0,RTN3
chr11,63693278.0,RTN3
chr11,63698679.0,ENSG00000271100
chr11,63711848.0,RTN3
chr11,63739474.0,RTN3
chr11,63742115.0,RTN3
chr11,63762532.0,ZFTA
chr11,63767218.0,ZFTA
chr11,63768637.0,ZFTA
chr11,63791086.0,Intergenic region between C11orf95 and SPINDOC
chr11,63797927.0,RN7SL596P
chr11,63813564.0,SPINDOC
chr11,63816285.0,SPINDOC
chr11,63823276.0,SPINDOC
chr11,63834804.0,ATP5MGP1
chr11,63857073.0,MARK2
chr11,63867119.0,MARK2
chr11,63882635.0,RNU6-1306P
chr11,63897075.0,MARK2
chr11,63899471.0,MARK2
chr11,63906018.0,MARK2
chr11,63907737.0,MARK2
chr11,63912844.0,RCOR2
chr11,63915773.0,RCOR2
chr11,63916802.0,RCOR2
chr11,63934369.0,Intergenic region between RCOR2 and NAA40
chr11,63945628.0,NAA40
chr11,63953459.0,NAA40
chr11,63955878.0,NAA40
chr11,63964580.0,Intergenic region between NAA40 and COX8A
chr11,63970522.0,RNU6-45P
chr11,63974670.0,ENSG00000256100
chr11,63974670.0,COX8A
chr11,63975489.0,COX8A
chr11,63975489.0,ENSG00000256100
chr11,63976421.0,COX8A
chr11,63982322.0,ENSG00000256100
chr11,63982521.0,ENSG00000256100
chr11,63987298.0,OTUB1
chr11,63992818.0,OTUB1
chr11,63998353.0,OTUB1
chr11,63999044.0,MACROD1
chr11,64001035.0,OTUB1
chr11,64058299.0,ENSG00000256824
chr11,64058299.0,MACROD1
chr11,64069811.0,ENSG00000256824
chr11,64076134.0,FLRT1
chr11,64084432.0,ENSG00000256481
chr11,64118333.0,FLRT1
chr11,64118740.0,ENSG00000256341
chr11,64134372.0,MACROD1
chr11,64158551.0,MACROD1
chr11,64165982.0,MACROD1
chr11,64179561.0,Intergenic region between MACROD1 and STIP1
chr11,64184045.0,ENSG00000288852
chr11,64185303.0,ENSG00000289486
chr11,64189271.0,STIP1
chr11,64195899.0,STIP1
chr11,64201045.0,STIP1
chr11,64204172.0,STIP1
chr11,64208360.0,FERMT3
chr11,64215196.0,FERMT3
chr11,64221753.0,FERMT3
chr11,64222079.0,FERMT3
chr11,64224172.0,TRPT1
chr11,64225568.0,TRPT1
chr11,64226269.0,NUDT22
chr11,64226797.0,NUDT22
chr11,64228495.0,NUDT22
chr11,64229274.0,ENSG00000256116
chr11,64230274.0,NUDT22
chr11,64231198.0,DNAJC4
chr11,64231198.0,ENSG00000256116
chr11,64231406.0,DNAJC4
chr11,64233250.0,DNAJC4
chr11,64233250.0,ENSG00000256116
chr11,64235377.0,VEGFB
chr11,64237770.0,VEGFB
chr11,64238911.0,VEGFB
chr11,64241273.0,FKBP2
chr11,64241319.0,ENSG00000286264
chr11,64246136.0,PPP1R14B
chr11,64247029.0,PPP1R14B-AS1
chr11,64248216.0,ENSG00000257086
chr11,64251041.0,Intergenic region between PPP1R14B-AS1 and PLCB3
chr11,64254141.0,PLCB3
chr11,64257629.0,PLCB3
chr11,64260616.0,PLCB3
chr11,64265918.0,PLCB3
chr11,64266465.0,PLCB3
chr11,64270036.0,BAD
chr11,64270152.0,GPR137
chr11,64270950.0,BAD
chr11,64270950.0,GPR137
chr11,64278224.0,BAD
chr11,64279187.0,BAD
chr11,64279187.0,GPR137
chr11,64287238.0,GPR137
chr11,64288843.0,GPR137
chr11,64289778.0,Intergenic region between GPR137 and KCNK4-TEX40
chr11,64291332.0,KCNK4
chr11,64294300.0,KCNK4
chr11,64294462.0,KCNK4-TEX40
chr11,64296087.0,Y_RNA
chr11,64299094.0,KCNK4
chr11,64299472.0,KCNK4
chr11,64299472.0,KCNK4-TEX40
chr11,64300571.0,CATSPERZ
chr11,64302833.0,KCNK4-TEX40
chr11,64302833.0,CATSPERZ
chr11,64304173.0,CATSPERZ
chr11,64306472.0,ESRRA
chr11,64310861.0,ESRRA
chr11,64315750.0,ESRRA
chr11,64315907.0,ESRRA
chr11,64316758.0,TRMT112
chr11,64317332.0,TRMT112
chr11,64318426.0,PRDX5
chr11,64318933.0,PRDX5
chr11,64320372.0,PRDX5
chr11,64321358.0,PRDX5
chr11,64330825.0,ENSG00000236935
chr11,64332601.0,ENSG00000236935
chr11,64340474.0,CCDC88B
chr11,64341876.0,MIR7155
chr11,64342824.0,CCDC88B
chr11,64350844.0,CCDC88B
chr11,64352339.0,CCDC88B
chr11,64359835.0,RPS6KA4
chr11,64363551.0,RPS6KA4
chr11,64368652.0,MIR1237
chr11,64368798.0,RPS6KA4
chr11,64395086.0,LINC02723
chr11,64426490.0,ENSG00000231492
chr11,64450365.0,LINC02724
chr11,64463735.0,Intergenic region between RPS6KA4 and SLC22A11
